Район,Наименование учреждения,Сокращенное наименование,Адрес,Руководитель,Телефон,Наличие ясельных групп,Факс,Электронная почта,Муниципальное образование,ИНН,ОГРН,Примечание
Кировский,Государственное бюджетное дошкольное образовательное учреждение детский сад № 56 комбинированного вида Кировского района Санкт-Петербурга,ГБДОУ детский сад № 56,"198303,Санкт-Петербург,пр. Стачек, д. 107, корп. 2",Кочарян Тамара Ивановна,+7 (812)494 44 04,да,+7 (812)494 44 04,dou56.kir@obr.gov.spb.ru,Красненькая речка,7805145298,1027802759710,
Кировский,Государственное бюджетное дошкольное образовательное учреждение детский сад № 57 комбинированного вида Кировского района Санкт-Петербурга,ГБДОУ детский сад № 57,"198303,Санкт-Петербург,пр. Стачек, д. 105, корп. 3",Милько Наталья Владимировна,+7 (812)757 04 22,да,+7 (812)757 04 22,dou57.kir@obr.gov.spb.ru,Красненькая речка,7805145308,1027802765407,
Кировский,Государственное бюджетное дошкольное образовательное учреждение детский сад № 58 комбинированного вида Кировского района Санкт-Петербурга,ГБДОУ детский сад № 58,"198302,Санкт-Петербург,пр. Стачек, д. 85, корп. 2",Балуева Татьяна Павловна,+7 (812)757 09 12,да,+7 (812)757 09 12,dou58.kir@obr.gov.spb.ru,Красненькая речка,7805145315,1027802740514,
Кировский,Государственное бюджетное дошкольное образовательное учреждение детский сад № 59 общеразвивающего вида с приоритетным осуществлением деятельности по социально-личностному развитию детей Кировского района Санкт-Петербурга,ГБДОУ детский сад № 59,"198260,Санкт-Петербург,ул. Солдата Корзуна, д. 34, корп. 2",Князева Ирина Павловна,+7 (812)750 71 38,да,+7 (812)750 71 38,dou59.kir@obr.gov.spb.ru,Ульянка,7805145322,1027802794453,
Кировский,Государственное бюджетное дошкольное образовательное учреждение детский сад № 60 комбинированного вида Кировского района Санкт-Петербурга,ГБДОУ детский сад № 60,"198261,Санкт-Петербург,пр. Ветеранов, д. 112, корп. 3",Еникеева Наталья Викторовна,+7 (812)750 27 77,да,+7 (812)750 27 77,dou60.kir@obr.gov.spb.ru,Ульянка,7805145330,1027802725301,
Кировский,Государственное бюджетное дошкольное образовательное учреждение детский сад № 61 комбинированного вида Кировского района Санкт-Петербурга,ГБДОУ детский сад № 61,"198152,Санкт-Петербург,ул. Краснопутиловская, д. 41",Груданова Татьяна Николаевна,+7 (812)784 56 30,да,+7 (812)784 56 30,dou61.kir@obr.gov.spb.ru,Автово,7805145347,1027802739249,
Кировский,Государственное бюджетное дошкольное образовательное учреждение детский сад № 62 Кировского района Санкт-Петербурга,ГБДОУ детский сад № 62,"198255,Санкт-Петербург,пр. Дачный, д. 8, корп. 5",Москалькова Елена Раулевна,+7 (812)753 46 93,да,+7 (812)753 46 93,dou62.kir@obr.gov.spb.ru,Дачное,7805145354,1027802736048,
Кировский,Государственное бюджетное дошкольное образовательное учреждение детский сад № 63 комбинированного вида Кировского района Санкт-Петербурга,ГБДОУ детский сад № 63,"198261,Санкт-Петербург,ул. Стойкости, д. 26, корп. 2",Архипова Тамара Николаевна,+7 (812)750 48 16,да,+7 (812)750 48 16,dou63.kir@obr.gov.spb.ru,Ульянка,7805145361,1027802756728,
Кировский,Государственное бюджетное дошкольное образовательное учреждение детский сад № 65 Кировского района Санкт-Петербурга,ГБДОУ детский сад № 65,"198303,Санкт-Петербург,пр. Маршала Жукова, д. 26, корп. 2",Алиева Елена Андреевна,+7 (812)757 29 22,да,+7 (812)757 29 22,dou65.kir@obr.gov.spb.ru,Красненькая речка,7805145386,1027802765451,
Кировский,Государственное бюджетное дошкольное образовательное учреждение детский сад № 66 комбинированного вида Кировского района Санкт-Петербурга,ГБДОУ детский сад № 66,"198207,Санкт-Петербург,ул. Зины Портновой, д. 17, корп. 2",Беляева Ирина Александровна,+7 (812)757 70 56,да,+7 (812)757 70 56,dou66.kir@obr.gov.spb.ru,Дачное,7805144777,1027802743550,
Кировский,Государственное бюджетное дошкольное образовательное учреждение детский сад № 67 компенсирующего вида Кировского района Санкт-Петербурга,ГБДОУ детский сад № 67,"198261,Санкт-Петербург,пр. Маршала Жукова, д. 70, корп. 3",Батусова Кира Всеволодовна,+7 (812)759 25 12,нет,+7 (812)759 25 12,dou67.kir@obr.gov.spb.ru,Ульянка,7805145393,1027802727732,
Кировский,Государственное бюджетное дошкольное образовательное учреждение детский сад № 68 Кировского района Санкт-Петербурга,ГБДОУ детский сад № 68,"198215,Санкт-Петербург,пр. Дачный, д. 26, корп. 2",Тычкова Татьяна Николаевна,+7 (812)756 71 93,да,+7 (812)756 71 93,dou68@kirov.spb.ru,Княжево,7805166442,1027802728095,
Кировский,"Государственное бюджетное дошкольное образовательное учреждение детский сад № 69 Кировского района Санкт-Петербурга (ул. Двинская, д. 10, корп. 4)",ГБДОУ детский сад № 69,"198035,Санкт-Петербург,ул. Двинская, д. 10, корп. 4",Ажигирова Анна Анатольевна,+7 (812)490 95 82,да,+7 (812)490 95 82,dou69kir@obr.gov.spb.ru,Морские ворота,7805145403,1027802728007,
Кировский,Государственное бюджетное дошкольное образовательное учреждение детский сад № 69 Кировского района Санкт-Петербурга,ГБДОУ детский сад № 69,"198035,Санкт-Петербург,ул. Двинская, д. 8, пом. 1-н, 6-н, 13-н, 14-н",Ажигирова Анна Анатольевна,+7 (812)490 95 82,да,+7 (812)490 95 82,dou69kir@obr.gov.spb.ru,Морские ворота,7805145403,1027802728007,
Кировский,"Государственное бюджетное дошкольное образовательное учреждение детский сад № 70 комбинированного вида Кировского района Санкт-Петербурга (ул. Автовская, д. 36)",ГБДОУ детский сад № 70,"198188,Санкт-Петербург,ул. Автовская, д. 36",Елизарова Евгения Вадимовна,+7 (812)784 20 22,да,+7 (812)784 20 22,dou70.kir@obr.gov.spb.ru,Автово,7805145410,1027802765484,
Кировский,Государственное бюджетное дошкольное образовательное учреждение детский сад № 70 комбинированного вида Кировского района Санкт-Петербурга,ГБДОУ детский сад № 70,"198188,Санкт-Петербург,ул. Новостроек, д. 22",Елизарова Евгения Вадимовна,+7 (812)784 20 22,да,+7 (812)784 20 22,dou70.kir@obr.gov.spb.ru,Автово,7805145410,1027802765484,
Кировский,"Государственное бюджетное дошкольное образовательное учреждение детский сад № 71 Кировского района Санкт-Петербурга (ул. Краснопутиловская, д. 17)",ГБДОУ детский сад № 71,"198152,Санкт-Петербург,ул. Краснопутиловская, д. 17",Устюгова Лариса Владимировна,+7 (812)783 33 95,да,+7 (812)783 33 95,dou71.kir@obr.gov.spb.ru,Автово,7805145428,1027802729921,
Кировский,Государственное бюджетное дошкольное образовательное учреждение детский сад № 71 Кировского района Санкт-Петербурга,ГБДОУ детский сад № 71,"198152,Санкт-Петербург,ул. Маринеско, д. 4, пом. 14-н",Устюгова Лариса Владимировна,+7 (812)783 33 95,да,+7 (812)783 33 95,dou71.kir@obr.gov.spb.ru,Автово,7805145428,1027802729921,
Кировский,Государственное бюджетное дошкольное образовательное учреждение детский сад № 72 общеразвивающего вида с приоритетным осуществлением деятельности по познавательно-речевому и художественно-эстетическому развития детей Кировского района Санкт-Петербурга,ГБДОУ детский сад № 72,"198096,Санкт-Петербург,ул. Автовская, д. 10",Федорова Татьяна Федоровна,+7 (812)783 02 08,нет,+7 (812)783 02 08,dou72.kir@obr.gov.spb.ru,Автово,7805145435,1027802753417,
Кировский,Государственное бюджетное дошкольное образовательное учреждение детский сад № 73 Кировского района Санкт-Петербурга,ГБДОУ детский сад № 73,"198096,Санкт-Петербург,ул. Кронштадтская, д. 20, пом. 26-н",Ракутина Евгения Викторовна,+7 (812)783 57 57,нет,+7 (812)783 57 57,dou73.kir@obr.gov.spb.ru,Автово,7805145442,1027802731527,
Кировский,"Государственное бюджетное дошкольное образовательное учреждение детский сад № 74 комбинированного вида Кировского района Санкт-Петербурга (остров Канонерский, д. 20)",ГБДОУ детский сад № 74,"198184, Санкт-Петербург, остров Канонерский, д. 20",Трофимова Марина Владимировна,+7 (812)713 97 56,да,+7 (812)713 97 56,dou74@obr.gov.spb.ru,Морские ворота,7805145450,1037811000314,
Кировский,Государственное бюджетное дошкольное образовательное учреждение детский сад № 74 комбинированного вида Кировского района Санкт-Петербурга,ГБДОУ детский сад № 74,"г.Санкт-Петербург, Канонерский остров, дом 21, корпус 2, литера А",Трофимова Марина Владимировна,+7 (812)713 97 56,да,+7 (812)713 97 56,dou74@obr.gov.spb.ru,Морские ворота,7805145450,1037811000314,
Кировский,"Государственное бюджетное дошкольное образовательное учреждение детский сад № 75 комбинированного вида Кировского района Санкт-Петербурга (ул. Трефолева, д. 10а)",ГБДОУ детский сад № 75,"198097,Санкт-Петербург,ул. Трефолева, д. 10а",Белова Татьяна Ивановна,+7 (812)786 67 98,да,+7 (812)786 67 98,dou75.kir@obr.gov.spb.ru,Нарвский округ,7805145467,1027802761051,
Кировский,Государственное бюджетное дошкольное образовательное учреждение детский сад № 75 комбинированного вида Кировского района Санкт-Петербурга,ГБДОУ детский сад № 75,"198097,Санкт-Петербург,ул. Трефолева, д. 38",Белова Татьяна Ивановна,+7 (812)786 67 98,да,+7 (812)786 67 98,dou75.kir@obr.gov.spb.ru,Нарвский округ,7805145467,1027802761051,
Кировский,Государственное бюджетное дошкольное образовательное учреждение детский сад № 196 компенсирующего вида Кировского района Санкт-Петербурга,ГБДОУ детский сад № 196,"198096,Санкт-Петербург,пр. Стачек, д. 82, корп. 2",Макаренко Людмила Алексеевна,+7 (812)784 88 58,да,+7 (812)784 88 58,dou196.kir@obr.gov.spb.ru,Автово,7805386487,1057813223918,
Кировский,Государственное бюджетное дошкольное образовательное учреждение детский сад № 362 компенсирующего вида Кировского района Санкт-Петербурга,ГБДОУ детский сад № 362,"198152,Санкт-Петербург,ул. Примакова, д. 18",Галкина Светлана Александровна,+7 (812)784 20 00,нет,+7 (812)784 20 00,dou362.kir@obr.gov.spb.ru,Автово,7805386889,1057813281877,
Кировский,Государственное бюджетное дошкольное образовательное учреждение детский сад № 409 присмотра и оздоровления Кировского района Санкт-Петербурга,ГБДОУ детский сад № 409,"198188,Санкт-Петербург,ул. Зайцева, д. 35",Аминова Ирина Васильевна,+7 (812)786 95 76,нет,+7 (812)786 95 76,dou409.kir@obr.gov.spb.ru,Автово,7805386494,1057813223951,
Колпинский,Государственное бюджетное дошкольное образовательное учреждение детский сад 1 Колпинского района Санкт-Петербурга,ГБДОУ детский сад 1 Колпинского района СПб,"196653, Санкт-Петербург, город Колпино, ул. Карла Маркса, д. 10, лит.А",Пошехонова Ольга Владимировна,2464319,,4617167,Skazka-1.2010@mail.ru,ВМО Колпино,7817027299,1027808757965,
Колпинский,Государственное бюджетное дошкольное образовательное учреждение детский сад 3 Колпинского района Санкт-Петербурга,ГБДОУ детский сад 3 Колпинского района СПб,"Санкт-Петербург, поселок Металлострой, Школьная улица, дом 5а, литера А",Фролова Ирина Александровна,4645518,,4645518,Dc_3@mail.ru,ВМО Металлострой,7817027309,1027808757350,
Колпинский,Государственное бюджетное дошкольное образовательное учреждение детский сад 6 комбинированного вида Колпинского района Санкт-Петербурга,ГБДОУ детский сад 6 Колпинского района СПб,"196657, Санкт-Петербург, город Колпино, улица Пролетарская, д. 62, корпус 2, литера А",Гетьман Жанна Юрьевна,4811819,,4811819,GDOU6@yandex.ru,ВМО Колпино,7817027323,1027808758218,
Колпинский,Государственное бюджетное дошкольное образовательное учреждение детский сад 8 Колпинского района Санкт-Петербурга,ГБДОУ детский сад 8 Колпинского района СПб,"Санкт-Петербург, поселок Понтонный, Фанерная улица, дом 3, литера А",Цветкова Вера Ивановна,89313268110,,,Pjn-82@mail.ru,ВМО Понтонный,7817016642,1027808757690,
Колпинский,Государственное бюджетное дошкольное образовательное учреждение детский сад 9 комбинированного вида Колпинского района Санкт-Петербурга,ГБДОУ детский сад 9 Колпинского района СПб,"196650, Санкт-Петербург, город Колпино, проспект Ленина, дом 62а, литера А",Шкуратова Марина Валерьевна,4614413,,4614413,Gdou9kolpino@yandex.ru,ВМО Колпино,7817034465,1027808757481,
Колпинский,Государственное бюджетное дошкольное образовательное учреждение детский сад 11 комбинированного вида Колпинского района Санкт-Петербурга,ГБДОУ детский сад 11 Колпинского района СПб,"Санкт-Петербург, город Колпино, улица Ремизова, дом 23, литера А",Хмелева Ирина Николаевна,4636047,,4634998,Gdou11@mail.ru,ВМО Колпино,7817036494,1027808758560,
Колпинский,Государственное бюджетное дошкольное образовательное учреждение центр развития ребенка - детский сад 12 Колпинского района Санкт-Петербурга,ГБДОУ детский сад 12 Колпинского района СПб,"196655, Санкт-Петербург, город Колпино,  Октябрьская улица, дом 73, литера А",Майорова Светлана Николаевна,4636277,,4636277,Ds-12@mail.ru,ВМО Колпино,7817027362,1027808758075,
Колпинский,Санкт-Петербургское государственное автономное дошкольное образовательное учреждение «Детский сад комбинированного вида 15 Колпинского района Санкт-Петербурга»,ГАДОУ детский сад 15 Колпинского района СПб,"196655, Санкт-Петербург, город Колпино, Тверская улица, дом 45, корпус 2",Гуменная Светлана Виктровна,4698580,,4699998,Detsad15@bk.ru,ВМО Колпино,7817027370,1027808758735,
Колпинский,Государственное бюджетное дошкольное образовательное учреждение детский сад 16 Колпинского района Санкт-Петербурга,ГБДОУ детский сад 16 Колпинского района СПб,"Санкт-Петербург, город Колпино, улица Правды, дом 9, литера А",Куманейкина Ирина Сергеевна,4615649,,4615649,Gdoy16@yandex.ru,ВМО Колпино,7817320970,1027808758120,
Колпинский,Государственное бюджетное дошкольное образовательное учреждение детский сад 17 комбинированного вида Колпинского района Санкт-Петербурга,ГБДОУ детский сад 17 Колпинского района СПб,"196655, Санкт-Петербург, город Колпино, Тверская улица, дом 38, корпус 2",Радченко Елена Васильевна,4633484,,4633484,Gdou17klp@mail.ru,ВМО Колпино,7817027394,1027808758120,
Колпинский,Государственное бюджетное дошкольное образовательное учреждение центр развития ребенка - детский сад 18 Колпинского района Санкт-Петербурга,ГБДОУ детский сад 18 Колпинского района СПб,"Санкт-Петербург, город Колпино, бульвар Трудящихся, дом 25, корпус 2, литера А",Тимощенко Ольга Леонидовна,4814352,,4814352,Sadik18kolpino@yandex.ru,ВМО Колпино,7817027404,1027808758361,
Колпинский,Государственное бюджетное дошкольное образовательное учреждение детский сад 20 Колпинского района Санкт-Петербурга,ГБДОУ детский сад 20 Колпинского района СПб,"Санкт-Петербург, поселок Металлострой, Садовая улица, дом 2а, литера А",Долгая Лариса Михайловна,4644072,Да,4644072,Babisad20@mail.ru,ВМО Металлострой,7817027411,1027808758295,
Колпинский,Государственное бюджетное дошкольное образовательное учреждение детский сад 22 Колпинского района Санкт-Петербурга,ГБДОУ детский сад 22 Колпинского района СПб,"Санкт-Петербург, поселок Металлострой, Школьная улица, дом 6, литера А",Куликова Юлия Анатольевна,4644027,,4644027,Sadik.22@yandex.ru,ВМО Металлострой,7817027436,1027808758141,
Колпинский,Государственное бюджетное дошкольное образовательное учреждение детский сад 23 Колпинского района Санкт-Петербурга,ГБДОУ детский сад 23 Колпинского района СПб,"196652, Санкт-Петербург, город Колпино, Загородная улица, дом 53, литер А",Казанцева Юлия Васильевна,4614149,,4614149,Sadik-23@yandex.ru,ВМО Колпино,7817027443,1027808758163,
Колпинский,Государственное бюджетное дошкольное образовательное учреждение детский сад 29 Колпинского района Санкт-Петербурга,ГБДОУ детский сад 29 Колпинского района СПб,"196655, Санкт-Петербург, город Колпино, улица Тазаева, дом 22, литера А",Григорьева Наталья Вячеславовна,4694266,,4694253,Prestig-29@mail.ru,ВМО Колпино,7817027482,1027808758251,
Колпинский,Государственное бюджетное дошкольное образовательное учреждение детский сад 32 комбинированного вида Колпинского района Санкт-Петербурга,ГБДОУ детский сад 32 Колпинского района СПб,"Санкт-Петербург, посёлок Металлострой, Плановая улица, дом 8а, литера А",Кривовяз Ирина Владимировна,4647639,,4647639,Svetlyachok3266@mail.ru,ВМО Металлострой,7817036504,1027808761463,
Колпинский,Государственное бюджетное дошкольное образовательное учреждение детский сад 33 Колпинского района Санкт-Петербурга,ГБДОУ детский сад 33 Колпинского района СПб,"196655, Санкт-Петербург, город Колпино, Тверская улица, дом 5, литер А",Полянская Елена Александровна,4633232,,4633232,Sadkolpino-33@mail.ru,ВМО Колпино,7817027531,1027808757789,
Колпинский,Государственное бюджетное дошкольное образовательное учреждение детский сад 34 комбинированного вида Колпинского района Санкт-Петербурга,ГБДОУ детский сад 34 Колпинского района СПб,"196650, Санкт-Петербург, город Колпино, проспект Ленина, дом 77",Чепчугова Надежда Владимировна,4617395,,4617395,Gdoy-34@rambler.ru,ВМО Колпино,7817027549,1027808761991,
Колпинский,Государственное бюджетное дошкольное образовательное учреждение детский сад 35 Колпинского района Санкт-Петербурга,ГБДОУ детский сад 35 Колпинского района СПб,"196653, Санкт-Петербург, город Колпино, улица Адмиралтейская, дом 23, литер А",Родионова Наталья Владимировна,4828430,,4828430,Gbdou35@gmail.com,ВМО Колпино,7817027556,1027808757822,
Колпинский,Государственное бюджетное дошкольное образовательное учреждение детский сад 39 комбинированного вида Колпинского района Санкт-Петербурга,ГБДОУ детский сад 39 Колпинского района СПб,"Санкт-Петербург, посёлок Понтонный, Южная улица, дом 31а, литера А",Бабусенко Наталья Михайловна,4625044,,4625044,39-gbdou@mail.ru,ВМО Понтонный,7817027563,1027808758010,
Колпинский,Государственное бюджетное дошкольное образовательное учреждение детский сад 40 комбинированного вида Колпинского района Санкт-Петербурга,ГБДОУ детский сад 40 Колпинского района СПб,"196650, Санкт-Петербург, город Колпино, Пролетарская улица, дом 111, литер А",Заботина Жанна Сергеевна,4822995,,4822357,40-gdou@mail.ru,ВМО Колпино,7817027605,1027808757811,
Колпинский,Государственное бюджетное дошкольное образовательное учреждение детский сад 41 комбинированного вида Колпинского района Санкт-Петербурга,ГБДОУ детский сад 41 Колпинского района СПб,"Санкт-Петербург, посёлок Металлострой, улица Максима Горького, дом 4а, литера А",Шатова Юлия Владимировна,4648424,,4648424,Doy41@mail.ru,ВМО Металлострой,7817027612,1027808757900,
Колпинский,Государственное бюджетное дошкольное образовательное учреждение детский сад 42 компенсирующего вида Колпинского района Санкт-Петербурга,ГБДОУ детский сад 42 Колпинского района СПб,"196657, Санкт-Петербург, город Колпино, улица Металлургов, дом 7",Хрущева Наталья Николаевна,4811229,,4811008,GDOU-42@yandex.ru,ВМО Колпино,7817029200,1027808758020,
Колпинский,Государственное бюджетное дошкольное образовательное учреждение детский сад 43 Колпинского района Санкт-Петербурга,ГБДОУ детский сад 43 Колпинского района СПб,"196657, Санкт-Петербург, город Колпино, Пролетарская улица, дом 44, литера  А",Юдкина Ольга Олеговна,4811452,,4811474,Sadik43@mail.ru,ВМО Колпино,7817027620,1027808758306,
Колпинский,Государственное бюджетное дошкольное образовательное учреждение детский сад 44 компенсирующего вида Колпинского района Санкт-Петербурга,ГБДОУ детский сад 44 Колпинского района СПб,"196657, Санкт-Петербург, город Колпино, Пролетарская улица, дом 52",Боронина Ольга Валентиновна,4811663,,4811663,Gdou44@mail.ru,ВМО Колпино,7817027637,1027808758009,
Колпинский,Государственное бюджетное дошкольное образовательное учреждение детский сад 45 компенсирующего вида Колпинского района Санкт-Петербурга,ГБДОУ детский сад 45 Колпинского района СПб,"196653, Санкт-Петербург, город Колпино, улица Вавилова, дом 13",Смелкова Анжелика Станиславовна,4828503,,4828503,Kolpino45@rambler.ru,ВМО Колпино,7817033528,1027808757272,
Колпинский,Государственное бюджетное дошкольное образовательное учреждение детский сад 46 комбинированного вида Колпинского района Санкт-Петербурга,ГБДОУ детский сад 46 Колпинского района СПб,"196657, Санкт-Петербург, город Колпино, улица Металлургов, дом 4, корпус 2",Голубева Елена Викторовна,4811810,,4811820,Kolp.dou46@yandex.ru,ВМО Колпино,7817027644,1027808757460,
Колпинский,Государственное бюджетное дошкольное образовательное учреждение центр развития ребёнка - детский сад 49 Колпинского района Санкт-Петербурга,ГБДОУ детский сад 49 Колпинского района СПб,"196650, Санкт-Петербург, город Колпино, Павловская улица, дом 56, корпус 2",Остроносова Елена Вадимовна,4810916,,4810916,Gdou-49@mail.ru,ВМО Колпино,7817027669,1027808757569,
Колпинский,Государственное бюджетное дошкольное образовательное учреждение детский сад 50 комбинированного вида Колпинского района Санкт-Петербурга,ДОУ детский сад 50 Колпинского района СПб,"196657, Санкт-Петербург, город Колпино, улица Машиностроителей, дом 7, корпус 2, литер А",Сабанина Виктория Владимировна,4828450,,4696272,Dou50@yandex.ru,ВМО Колпино,7817027676,1027808758757,
Колпинский,Государственное бюджетное дошкольное образовательное учреждение детский сад 51 Колпинского района Санкт-Петербурга,ГБДОУ детский сад 51 Колпинского района СПб,"196657, Санкт-Петербург, город Колпино, Раумская улица, дом 17",Максимова Светлана Михайловна,4817022,,4817022,Gbdou51@mail.ru,ВМО Колпино,7817027683,1027808757305,
Колпинский,Государственное бюджетное дошкольное образовательное учреждение детский сад 52 Колпинского района Санкт-Петербурга,ГБДОУ детский сад 52 Колпинского района СПб,"196657, Санкт-Петербург, город Колпино, Раумская улица, дом 3, литер А",Хомич Евгения Анатольевна,4817050,,4817050,Gbdoy52@inbox.ru,ВМО Колпино,7817027690,1027808758207,
Колпинский,Государственное бюджетное дошкольное образовательное учреждение детский сад 53 Колпинского района Санкт-Петербурга,ГБДОУ детский сад 53 Колпинского района СПб,"196650, Санкт-Петербург, город Колпино, Пролетарская улица., дом 111, корпус 2, литер А",Корниенко Ольга Сергеевна,4617854,,4617854,Gdou_53@mail.ru,ВМО Колпино,7817027700,1027808757547,
Колпинский,Государственное бюджетное дошкольное образовательное учреждение центр развития ребенка - детский сад 54 Колпинского района Санкт-Петербурга,ГБДОУ детский сад 54 Колпинского района СПб,"Санкт-Петербург, посёлок Металлострой, улица Богайчука, дом 18, литера А",Камалова Татьяна Анатольевна,4643741,,4643741,Ksad54@rambler.ru,ВМО Металлострой,7817027718,1027808757976,
Колпинский,Государственное бюджетное дошкольное образовательное учреждение детский сад 55 комбинированного вида Колпинского района Санкт-Петербурга,ГБДОУ детский сад 55 Колпинского района СПб,"196650, Санкт-Петербург, город Колпино, Павловская улица, дом 39, литер А",Князева Наталия Александровна,4612209,,4619850,Natasha_duma@mail.ru,ВМО Колпино,7817027725,1027808757987,
Колпинский,Государственное бюджетное дошкольное образовательное учреждение детский сад 56 комбинированного вида Колпинского района Санкт-Петербурга,ГБДОУ детский сад 56 Колпинского района СПб,"Санкт-Петербург, посёлок Понтонный, Южная улица, дом 9, литера А",Шмидрина Ольга Павловна,4625641,,4625640,Gbdoy-56@mail.ru,ВМО Понтонный,7817027732,1027808757294,
Колпинский,Государственное бюджетное дошкольное образовательное учреждение детский сад 58 Колпинского района Санкт-Петербурга,ГБДОУ детский сад 58 Колпинского района СПб,"196657, Санкт-Петербург, город Колпино, улица Красных партизан, дом 12, литера  А",Базулько Ольга Михайловна,4810565,,4810564,Gdou58@ yandex.ru,ВМО Колпино,7817027757,1027808757536,
Колпинский,Государственное бюджетное дошкольное образовательное учреждение детский сад 59 комбинированного вида Колпинского района Санкт-Петербурга,ГБДОУ детский сад 59 Колпинского района СПб,"196653, Санкт-Петербург, город Колпино, улица Вавилова, дом 6, литера А",Плетнева Ирина Михайловна,2463110,,4612701,Sadik-59@yandex.ru,ВМО Колпино,7817027764,1027808758625,
Колпинский,Государственное бюджетное дошкольное образовательное учреждение детский сад 60 комбинированного вида Колпинского района Санкт-Петербурга,ГБДОУ детский сад 60 Колпинского района СПб,"Санкт-Петербург, посёлок Металлострой, Полевая улица, дом 6, литера А",Савенкова Елена Владимировна,4641415,,4641383,Gdou60vasiliek@mail.ru,ВМО Металлострой,7817027771,1027808758746,
Колпинский,Государственное бюджетное дошкольное образовательное учреждение детский сад 61 комбинированного вида Колпинского района Санкт-Петербурга,ГБДОУ детский сад 61 Колпинского района СПб,"196655, Санкт-Петербург, город Колпино, Московская улица, дом 3, корпус 2",Калинина Марина Владимировна,4638760,,6764013,Dou61kpspb@yandex.ru,ВМО Колпино,7817027789,1027808758031,
Красносельский,Государственное бюджетное дошкольное образовательное учреждение детский сад № 2 Красносельского района Санкт-Петербурга,ГБДОУ детский сад № 2 Красносельского района Санкт-Петребурга,"198324, Санкт-Петербург, город Красное Село, улица Спирина, дом 2, корпус 2, литера А",Модок Ирина Сергеевна,741-16-36,Да,741-74-37,detskijsad2@mail.ru,Красное Село,7807026112,1027804601956,None
Красносельский,Государственное бюджетное дошкольное образовательное учреждение детский сад № 4 комбинированного вида Красносельского района Санкт-Петербурга,ГБДОУ детский сад № 4 комбинированного вида Красносельского района Санкт-Петербурга,"198320, Санкт-Петербург, город Красное Село, улица Массальского, дом 10, литера А",Вяткина Оксана Рашитовна,741-13-87,Да,741-11-98,dc4-ks@rambler.ru,Красное Село,7807025895,1027804602869,None
Красносельский,Государственное бюджетное дошкольное образовательное учреждение детский сад № 5 комбинированного вида Красносельского района Санкт-Петербурга,ГБДОУ детский сад № 5 комбинированного вида Красносельского района СПб,"198259, Санкт-Петербург г, Пограничника Гарькавого ул, дом 48, корпус  3, литер А",Соловьева Елена Юрьевна,730-02-08,Да,730-02-08,dsad5@mail.ru,Константиновское,7807026049,1027804605091,None
Красносельский,Государственное бюджетное дошкольное образовательное учреждение детский сад № 6 Красносельского района Санкт-Петербурга,ГБДОУ детский сад № 6 Красносельского района СПб,"198218, Санкт-Петербург, Сергиево, ул. Урицкого, дом 14, литера А",Голубова Наталия Юрьевна,738-94-55,Да,738-94-55,detsk.6@yandex.ru,Константиновское,7807026426,1027804603860,None
Красносельский,Государственное бюджетное дошкольное образовательное учреждение детский сад № 7 комбинированного вида Красносельского района Санкт-Петербурга,ГБДОУ детский сад № 7 Красносельского района СПб,"198264, г.Санкт-Петербург, улица Лётчика Пилютова, дом 42, литера А",Труфанова Марина Геннадьевна,744-01-02,Да,744-01-02,gdou7@mail.ru,Константиновское,7807013160,1027804605124,None
Красносельский,Государственное бюджетное дошкольное образовательное учреждение детский сад № 9 общеразвивающего вида с приоритетным осуществлением деятельности по познавательно-речевому развитию детей Красносельского района Санкт-Петербурга,ГБДОУ детский сад № 9 Красносельского района Санкт-Петербурга,"198264, Санкт-Петербург г, Пограничника Гарькавого ул, дом 28, корпус  3, литер А",Толстых Наталья Николаевна,246-26-69,Да,246-26-69,dc9-spb@rambler.ru,Сосновая поляна,7807021795,1027804603155,None
Красносельский,Государственное бюджетное дошкольное образовательное учреждение детский сад № 10 комбинированного вида Красносельского района Санкт-Петербурга,ГБДОУ детский сад № 10 Красносельского района СПб,"198329, Санкт-Петербург г, Партизана Германа ул, дом 21, корпус  2, литер А",вакансия,735-94-86,Да,735-94-86,det1010@yandex.ru,Урицк,7807015336,1027804605047,None
Красносельский,Государственное бюджетное дошкольное образовательное учреждение детский сад № 11 комбинированного вида Красносельского района Санкт -Петербурга,ГБДОУ детский сад № 11 Красносельского района СПб,"198264, г.Санкт-Петербург, улица Лётчика Пилютова, дом 15, корпус 2, литера А",Клюева Мария Витальевна,744-19-12,Да,744-19-12,dc11.tishenko@mail.ru,Сосновая поляна,7807026232,1027804604563,None
Красносельский,Государственное бюджетное дошкольное образовательное учреждение детский сад № 12 комбинированного вида Красносельского района Санкт-Петербурга,ГБДОУ детский сад № 12 комбинированного вида Красносельского района Санкт-Петербурга,"198205, Санкт-Петербург, Ветеранов проспект, дом 126, литер А",Берлова Ольга Владимировна,735-45-13,Да,735-45-13,gdoy12@yandex.ru,Урицк,7807026225,1027804605432,None
